Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Pets,Latitude,Longitude,Date,Controlled Access,Fitness Center,Outdoor Space,Residents Lounge,Roof Deck,Storage,Swimming Pool,Air Conditioning,Balcony,Furnished,Hardwood Floor,High Ceilings,In Unit Laundry
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,TA3 One Bedroom,1,1.5,834.0,3309,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,TA5 One Bedroom,1,1.5,911.0,3409,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B1 Two Bedroom,2,2.0,672.0,3171,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B2 Two Bedroom,2,2.0,708.0,3236,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B3 Two Bedroom,2,2.0,748.0,3326,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B3 Two Bedroom,2,2.0,748.0,3326,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B4 Two Bedroom,2,2.0,769.0,3371,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B4 Two Bedroom,2,2.0,769.0,3391,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B4 Two Bedroom,2,2.0,769.0,3396,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B4 Two Bedroom,2,2.0,769.0,3401,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3416,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3421,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3426,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3431,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3431,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3436,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3441,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3456,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B9 Two Bedroom,2,2.0,807.0,3471,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B10 Two Bedroom,2,2.0,816.0,3516,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3536,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3541,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3576,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3606,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3606,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3611,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3626,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3626,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3631,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3631,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3631,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3636,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3636,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3641,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3651,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3656,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3661,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3661,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3661,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3666,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3666,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3671,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3671,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B8 Two Bedroom,2,2.0,794.0,3676,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3681,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3711,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B14 Two Bedroom,2,2.0,891.0,3721,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3721,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3721,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3726,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3726,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B5 Two Bedroom,2,2.0,784.0,3726,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3731,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3736,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3761,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3786,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B13 Two Bedroom,2,2.0,881.0,3791,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3791,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3796,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3801,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3851,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,B12 Two Bedroom,2,2.0,870.0,3856,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,TB1 Two Bedroom,2,2.5,1074.0,4545,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3,2.0,995.0,4402,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3,2.0,995.0,4427,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C1 Three Bedroom,3,2.0,995.0,4437,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C2 Three Bedroom,3,2.0,1005.0,4457,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C3 Three Bedroom,3,2.0,1119.0,4557,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
Maple House at Canary Landing,West Don Lands Apartments,"131 Mill St, Toronto, ON M5A 2Z8",Toronto,C2 Three Bedroom,3,2.0,1005.0,4567,1,43.65162672443693,-79.3558931318249,2024-03-19 04:59:19.228,0,1,0,1,0,0,1,1,0,0,1,0,1
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 414,1,1.0,535.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 214,1,1.0,535.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 224,1,1.0,531.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 227,1,1.0,567.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 314,1,1.0,535.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 327,1,1.0,567.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 412,1,1.0,563.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 423,1,1.0,531.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1,1.0,566.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 210,1,1.0,544.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 707,1,1.0,556.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 609,1,1.0,579.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 610,1,1.0,536.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 313,1,1.0,566.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1,1.0,531.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1,1.0,531.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bed Unit - Juliet Balcony,1,1.0,563.0,2335,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Balcony - 305,1,1.0,600.0,2400,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fairbank,Briar Hill ,"9 Croham Rd, Toronto, ON M6E 0B3",Toronto,1 Bedroom Unit - Juliet Balcony - 421,1,1.0,604.0,2400,1,43.692875442358094,-79.46408596510658,2024-03-19 04:59:19.228,0,0,0,0,0,1,0,0,0,0,0,0,0
