Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,Date
Ellington Flats,Waverley West Apartments,"40 Ken Oblik Dr, Winnipeg, MB R3Y 2G9",Winnipeg,Monaco,2 Bedrooms,2 Bathrooms,965 SQFT,"$1,850","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,49.77498162846773,-97.19284670355208,2024-01-05 18:57:07.355
Ellington Flats,Waverley West Apartments,"40 Ken Oblik Dr, Winnipeg, MB R3Y 2G9",Winnipeg,Crawford,3 Bedrooms,1 Bathroom,931 SQFT,"$1,695—$1,825","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","On Site Laundry, Outdoor Space, Storage",Dogs & Cats,49.77498162846773,-97.19284670355208,2024-01-05 18:57:07.355
The Arts Residences,Downtown Winnipeg Apartments,"233 Kennedy St, Winnipeg, MB R3C 3J5",Winnipeg,"1 Bedroom, 1 Bathroom",1 Bedrooms,1 Bathroom,724 SQFT,"$1,665","Air Conditioning, Assigned Parking, In Unit Laundry, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Residents Lounge",Dogs & Cats,49.89053616858802,-97.14757883382588,2024-01-05 18:57:07.355
The Arts Residences,Downtown Winnipeg Apartments,"233 Kennedy St, Winnipeg, MB R3C 3J5",Winnipeg,"2 Bedroom, 2 Bathroom",2 Bedrooms,2 Bathrooms,929 SQFT,"$1,995—$2,210","Air Conditioning, Assigned Parking, In Unit Laundry, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Residents Lounge",Dogs & Cats,49.89053616858802,-97.14757883382588,2024-01-05 18:57:07.355
South Pointe Terrace,Waverley West Apartments,"2475 Waverley St, Winnipeg, MB R3Y 0X9",Winnipeg,One Bedroom One Bath,1 Bedrooms,1 Bathroom,638 SQFT,"$1,478","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, Walk In Closets","Elevator, Onsite Management",Dogs & Cats,49.789118569327904,-97.17396750972038,2024-01-05 18:57:07.355
South Pointe Terrace,Waverley West Apartments,"2475 Waverley St, Winnipeg, MB R3Y 0X9",Winnipeg,Two Bedroom Two Bath,2 Bedrooms,2 Bathrooms,938 SQFT,"$1,598","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, Walk In Closets","Elevator, Onsite Management",Dogs & Cats,49.789118569327904,-97.17396750972038,2024-01-05 18:57:07.355
South Pointe Terrace,Waverley West Apartments,"2475 Waverley St, Winnipeg, MB R3Y 0X9",Winnipeg,Two Bedroom One Bath,2 Bedrooms,1 Bathroom,863 SQFT,"$1,698","Air Conditioning, Balcony, Dishwasher, In Unit Laundry, Walk In Closets","Elevator, Onsite Management",Dogs & Cats,49.789118569327904,-97.17396750972038,2024-01-05 18:57:07.355
277 Atlantic Avenue,Saint Johns Apartments,"277 Atlantic Ave, Winnipeg, MB R2W 0R1",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,800 SQFT,"$1,100","Air Conditioning, Carpet, On Site Laundry","On Site Laundry, Residents Lounge",Dogs & Cats,49.92677605535544,-97.12854509778654,2024-01-05 18:57:07.355
277 Atlantic Avenue,Saint Johns Apartments,"277 Atlantic Ave, Winnipeg, MB R2W 0R1",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,900 SQFT,"$1,154","Air Conditioning, Carpet, On Site Laundry","On Site Laundry, Residents Lounge",Dogs & Cats,49.92677605535544,-97.12854509778654,2024-01-05 18:57:07.355
277 Atlantic Avenue,Saint Johns Apartments,"277 Atlantic Ave, Winnipeg, MB R2W 0R1",Winnipeg,3 Bedrooms,3 Bedrooms,1 Bathroom,"1,100 SQFT","$1,234","Air Conditioning, Carpet, On Site Laundry","On Site Laundry, Residents Lounge",Dogs & Cats,49.92677605535544,-97.12854509778654,2024-01-05 18:57:07.355
Courtview Landing,,"1085 Court Ave, Winnipeg, MB R2P 2H8",Winnipeg,One Bedroom One Bath,1 Bedrooms,1 Bathroom,651 SQFT,"$1,468","Air Conditioning, Balcony, Dishwasher, Ev Charging, In Unit Laundry",", Controlled Access, Elevator, Onsite Management",Dogs & Cats,49.95766142932772,-97.1527323219591,2024-01-05 18:57:07.355
Courtview Landing,,"1085 Court Ave, Winnipeg, MB R2P 2H8",Winnipeg,Two Bedroom Two Bath,2 Bedrooms,2 Bathrooms,915 SQFT,"$1,628","Air Conditioning, Balcony, Dishwasher, Ev Charging, In Unit Laundry",", Controlled Access, Elevator, Onsite Management",Dogs & Cats,49.95766142932772,-97.1527323219591,2024-01-05 18:57:07.355
Courtview Landing,,"1085 Court Ave, Winnipeg, MB R2P 2H8",Winnipeg,Three Bedroom Two Bath,3 Bedrooms,2 Bathrooms,"1,047 SQFT","$1,908","Air Conditioning, Balcony, Dishwasher, Ev Charging, In Unit Laundry",", Controlled Access, Elevator, Onsite Management",Dogs & Cats,49.95766142932772,-97.1527323219591,2024-01-05 18:57:07.355
Bridgwater Heights,Waverley West Apartments,"225 North Town Rd, Winnipeg, MB R3Y 0P5",Winnipeg,One Bedroom One Bath,1 Bedrooms,1 Bathroom,604 SQFT,"$1,708","Air Conditioning, Balcony, Dishwasher, In Unit Laundry","Elevator, Onsite Management",Dogs & Cats,49.7992740618856,-97.19167352941336,2024-01-05 18:57:07.355
SPARLING APARTMENTS,West Broadway Apartments,"217 Sherbrook St, Winnipeg, MB R3C 2B7",Winnipeg,Bachelor (Layout G),Studios,1 Bathroom,,$950,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.88511871255102,-97.15920590482618,2024-01-05 18:57:07.355
SPARLING APARTMENTS,West Broadway Apartments,"217 Sherbrook St, Winnipeg, MB R3C 2B7",Winnipeg,1 Bedroom (Layout E),1 Bedrooms,1 Bathroom,,$925,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.88511871255102,-97.15920590482618,2024-01-05 18:57:07.355
SPARLING APARTMENTS,West Broadway Apartments,"217 Sherbrook St, Winnipeg, MB R3C 2B7",Winnipeg,1 Bedroom (Layout F),1 Bedrooms,1 Bathroom,,$925,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.88511871255102,-97.15920590482618,2024-01-05 18:57:07.355
SPARLING APARTMENTS,West Broadway Apartments,"217 Sherbrook St, Winnipeg, MB R3C 2B7",Winnipeg,1 Bedroom (Layout D),1 Bedrooms,1 Bathroom,,$975,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.88511871255102,-97.15920590482618,2024-01-05 18:57:07.355
Ashbury Place,,"299 Queen St, Winnipeg, MB R3J 3V5",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,605 SQFT,"$1,286","Air Conditioning, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry, Walk In Closets","Elevator, On Site Laundry, Onsite Management",Cats,49.8831212859714,-97.20726861812592,2024-01-05 18:57:07.355
Ashbury Place,,"299 Queen St, Winnipeg, MB R3J 3V5",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,771 SQFT,"$1,449","Air Conditioning, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry, Walk In Closets","Elevator, On Site Laundry, Onsite Management",Cats,49.8831212859714,-97.20726861812592,2024-01-05 18:57:07.355
Radmon House Apartments,,"1010 Brazier St, Winnipeg, MB R2K 2P4",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,000","Air Conditioning, Assigned Parking, Carpet, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Storage",No pets,49.93419864533936,-97.0931709158712,2024-01-05 18:57:07.355
Radmon House Apartments,,"1010 Brazier St, Winnipeg, MB R2K 2P4",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,100","Air Conditioning, Assigned Parking, Carpet, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Storage",No pets,49.93419864533936,-97.0931709158712,2024-01-05 18:57:07.355
The Stables,West Alexander Apartments,"49 Adelaide St, Winnipeg, MB R3A 0H4",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,055","Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Cats,49.897404318697184,-97.14412277174704,2024-01-05 18:57:07.355
The Stables,West Alexander Apartments,"49 Adelaide St, Winnipeg, MB R3A 0H4",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,155","Air Conditioning, Assigned Parking, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Storage",Cats,49.897404318697184,-97.14412277174704,2024-01-05 18:57:07.355
160 Smith,Downtown Winnipeg Apartments,"160 Smith St, Winnipeg, MB R3C 0K8",Winnipeg,1 bed 1 bath,1 Bedrooms,1 Bathroom,659 SQFT,"$1,726","Assigned Parking, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Residents Lounge",No pets,49.88966655399906,-97.13994345162207,2024-01-05 18:57:07.355
160 Smith,Downtown Winnipeg Apartments,"160 Smith St, Winnipeg, MB R3C 0K8",Winnipeg,2 bed 2 bath,2 Bedrooms,2 Bathrooms,"1,060 SQFT","$1,749—$2,171","Assigned Parking, Dishwasher, Fireplace, Hardwood Floor, In Unit Laundry, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Residents Lounge",No pets,49.88966655399906,-97.13994345162207,2024-01-05 18:57:07.355
Heritage Park,,"3057 Ness Ave, Winnipeg, MB R2Y 1J7",Winnipeg,Two Bedroom Two Bath,2 Bedrooms,2 Bathrooms,949 SQFT,"$1,698","Air Conditioning, Balcony, Dishwasher, Ev Charging, In Unit Laundry",", Elevator, Onsite Management",Dogs & Cats,49.888076992473685,-97.2815417705844,2024-01-05 18:57:07.355
Heritage Park,,"3057 Ness Ave, Winnipeg, MB R2Y 1J7",Winnipeg,Three Bedroom Two Bath,3 Bedrooms,2 Bathrooms,"1,047 SQFT","$1,998","Air Conditioning, Balcony, Dishwasher, Ev Charging, In Unit Laundry",", Elevator, Onsite Management",Dogs & Cats,49.888076992473685,-97.2815417705844,2024-01-05 18:57:07.355
Chelsea Place,,"130 Beliveau Rd, Winnipeg, MB R2M 1S7",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,785 SQFT,"$1,161","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",No pets,49.83647014295633,-97.10729211362272,2024-01-05 18:57:07.355
Chelsea Place,,"130 Beliveau Rd, Winnipeg, MB R2M 1S7",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,985 SQFT,"$1,426","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",No pets,49.83647014295633,-97.10729211362272,2024-01-05 18:57:07.355
Chelsea Place,,"130 Beliveau Rd, Winnipeg, MB R2M 1S7",Winnipeg,3 Bedroom,3 Bedrooms,1 Bathroom,"1,152 SQFT","$1,799","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Hardwood Floor, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",No pets,49.83647014295633,-97.10729211362272,2024-01-05 18:57:07.355
Pamela Apartments,,"761 Wolseley Ave, Winnipeg, MB R3G 1C5",Winnipeg,Bachelor,Studios,1 Bathroom,327 SQFT,$892,"Air Conditioning, Assigned Parking, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage",No pets,49.88031879514628,-97.16303367408656,2024-01-05 18:57:07.355
Pamela Apartments,,"761 Wolseley Ave, Winnipeg, MB R3G 1C5",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,598 SQFT,"$1,150","Air Conditioning, Assigned Parking, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage",No pets,49.88031879514628,-97.16303367408656,2024-01-05 18:57:07.355
229 Machray Avenue,Saint Johns Apartments,"229 Machray Ave, Winnipeg, MB R2W 0Z9",Winnipeg,"Studio, 1 Bathroom",Studios,1 Bathroom,342 SQFT,$800,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.92354547270446,-97.1276497232377,2024-01-05 18:57:07.355
229 Machray Avenue,Saint Johns Apartments,"229 Machray Ave, Winnipeg, MB R2W 0Z9",Winnipeg,"1 Bedroom, 1 Bathroom",1 Bedrooms,1 Bathroom,483 SQFT,"$900—$1,050","Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.92354547270446,-97.1276497232377,2024-01-05 18:57:07.355
229 Machray Avenue,Saint Johns Apartments,"229 Machray Ave, Winnipeg, MB R2W 0Z9",Winnipeg,"2 Bedrooms, 1 Bathroom",2 Bedrooms,1 Bathroom,633 SQFT,$950,"Dishwasher, On Site Laundry",On Site Laundry,Dogs & Cats,49.92354547270446,-97.1276497232377,2024-01-05 18:57:07.355
Osborne Central,,"491 Stradbrook Ave, Winnipeg, MB R3L 0K2",Winnipeg,Bachelor,Studios,1 Bathroom,422 SQFT,"$1,200","Air Conditioning, Assigned Parking, Dishwasher, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Package Service, Residents Lounge",Dogs & Cats,49.87744410102712,-97.14595119590236,2024-01-05 18:57:07.355
Osborne Central,,"491 Stradbrook Ave, Winnipeg, MB R3L 0K2",Winnipeg,One Bedroom,1 Bedrooms,1 Bathroom,592 SQFT,"$1,400","Air Conditioning, Assigned Parking, Dishwasher, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Package Service, Residents Lounge",Dogs & Cats,49.87744410102712,-97.14595119590236,2024-01-05 18:57:07.355
Woodford Townhomes,Island Lakes Apartments,"35 Jack Reimer Dr, Winnipeg, MB R3X 0S3",Winnipeg,Baylor Suite,1 Bedrooms,1 Bathroom,650 SQFT,"$1,195","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs & Cats,49.82274,-97.05813,2024-01-05 18:57:07.355
Woodford Townhomes,Island Lakes Apartments,"35 Jack Reimer Dr, Winnipeg, MB R3X 0S3",Winnipeg,Monroe,3 Bedrooms,"1 Full, 1 Half Bath","1,396 SQFT","$1,950","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Garage Parking, On Site Laundry, Outdoor Space",Dogs & Cats,49.82274,-97.05813,2024-01-05 18:57:07.355
Moorgate Apartments,,"2187 Portage Ave, Winnipeg, MB R3J 0L8",Winnipeg,Bachelor,Studios,1 Bathroom,,"$1,065",On Site Laundry,On Site Laundry,Dogs & Cats,49.87676103927379,-97.24022240647756,2024-01-05 18:57:07.355
Moorgate Apartments,,"2187 Portage Ave, Winnipeg, MB R3J 0L8",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,115",On Site Laundry,On Site Laundry,Dogs & Cats,49.87676103927379,-97.24022240647756,2024-01-05 18:57:07.355
Chateau 100,Downtown Winnipeg Apartments,"72 Donald St, Winnipeg, MB R3C 1L7",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,650 SQFT,"$1,231","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.88679441623781,-97.1398686908544,2024-01-05 18:57:07.355
Chateau 100,Downtown Winnipeg Apartments,"72 Donald St, Winnipeg, MB R3C 1L7",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,900 SQFT,"$1,432","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.88679441623781,-97.1398686908544,2024-01-05 18:57:07.355
Tamarack Pointe,,"336 Warde Ave, Winnipeg, MB R2N 0H4",Winnipeg,War2Bd-A,2 Bedrooms,2 Bathrooms,910 SQFT,"$1,625",,,Dogs & Cats,49.80583815979956,-97.11321863678954,2024-01-05 18:57:07.355
Tamarack Pointe,,"336 Warde Ave, Winnipeg, MB R2N 0H4",Winnipeg,War2Bd-B,2 Bedrooms,2 Bathrooms,928 SQFT,"$1,625",,,Dogs & Cats,49.80583815979956,-97.11321863678954,2024-01-05 18:57:07.355
Hargrave Place,Downtown Winnipeg Apartments,"33 Hargrave St, Winnipeg, MB R3C 3T9",Winnipeg,"1 Bedroom, 1 Bathroom",1 Bedrooms,1 Bathroom,763 SQFT,"$1,150—$1,705","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management",Dogs & Cats,49.88531817770598,-97.14032323454164,2024-01-05 18:57:07.355
Hargrave Place,Downtown Winnipeg Apartments,"33 Hargrave St, Winnipeg, MB R3C 3T9",Winnipeg,"2 Bedroom, 1 Bathroom",2 Bedrooms,1 Bathroom,894 SQFT,"$1,400","Air Conditioning, Dishwasher, Fireplace, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management",Dogs & Cats,49.88531817770598,-97.14032323454164,2024-01-05 18:57:07.355
Meadowood Gardens,,"576 Meadowood Gardens, Winnipeg, MB R2M 5S8",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,920 SQFT,"$1,525—$1,656","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Wheelchair Accessible",No pets,49.83481106104402,-97.09125998032412,2024-01-05 18:57:07.355
Meadowood Gardens,,"576 Meadowood Gardens, Winnipeg, MB R2M 5S8",Winnipeg,2 Bedroom,2 Bedrooms,2 Bathrooms,"1,085 SQFT","$1,768","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Wheelchair Accessible",No pets,49.83481106104402,-97.09125998032412,2024-01-05 18:57:07.355
River Crescent Gardens,Roslyn Apartments,"595 River Ave, Winnipeg, MB R3L 0E6",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,510 SQFT,"$1,325","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage, Swimming Pool",No pets,49.87770485693114,-97.15098532208354,2024-01-05 18:57:07.355
River Crescent Gardens,Roslyn Apartments,"595 River Ave, Winnipeg, MB R3L 0E6",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,901 SQFT,"$1,549","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry","Elevator, On Site Laundry, Onsite Management, Storage, Swimming Pool",No pets,49.87770485693114,-97.15098532208354,2024-01-05 18:57:07.355
Heritage Landing,Downtown Winnipeg Apartments,"300 Assiniboine Ave, Winnipeg, MB R3C 0T1",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,932 SQFT,"$1,450—$1,810","Air Conditioning, Balcony, Carpet, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Residents Lounge, Storage",Dogs & Cats,49.88551891990765,-97.13768863547216,2024-01-05 18:57:07.355
Heritage Landing,Downtown Winnipeg Apartments,"300 Assiniboine Ave, Winnipeg, MB R3C 0T1",Winnipeg,1 Bedroom + Den,1 Bedrooms,1 Bathroom,"1,108 SQFT","$1,765","Air Conditioning, Balcony, Carpet, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Residents Lounge, Storage",Dogs & Cats,49.88551891990765,-97.13768863547216,2024-01-05 18:57:07.355
Heritage Landing,Downtown Winnipeg Apartments,"300 Assiniboine Ave, Winnipeg, MB R3C 0T1",Winnipeg,Townhouse,2 Bedrooms,"1 Full, 1 Half Bath","1,664 SQFT","$2,070","Air Conditioning, Balcony, Carpet, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Residents Lounge, Storage",Dogs & Cats,49.88551891990765,-97.13768863547216,2024-01-05 18:57:07.355
Heritage Landing,Downtown Winnipeg Apartments,"300 Assiniboine Ave, Winnipeg, MB R3C 0T1",Winnipeg,2 Bedroom,2 Bedrooms,2 Bathrooms,"1,234 SQFT","$2,100—$2,195","Air Conditioning, Balcony, Carpet, Dishwasher, Fireplace, In Unit Laundry, On Site Laundry","Elevator, Fitness Center, On Site Laundry, Onsite Management, Residents Lounge, Storage",Dogs & Cats,49.88551891990765,-97.13768863547216,2024-01-05 18:57:07.355
Canterbury House,Roslyn Apartments,"270 Roslyn Rd, Winnipeg, MB R3L 0H3",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,682 SQFT,"$1,405","Air Conditioning, Balcony, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management",No pets,49.87902770133966,-97.152654908961,2024-01-05 18:57:07.355
Canterbury House,Roslyn Apartments,"270 Roslyn Rd, Winnipeg, MB R3L 0H3",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,879 SQFT,"$1,696","Air Conditioning, Balcony, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management",No pets,49.87902770133966,-97.152654908961,2024-01-05 18:57:07.355
Canterbury House,Roslyn Apartments,"270 Roslyn Rd, Winnipeg, MB R3L 0H3",Winnipeg,Townhouse,2 Bedrooms,"1 Full, 1 Half Bath","1,000 SQFT","$2,100","Air Conditioning, Balcony, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management",No pets,49.87902770133966,-97.152654908961,2024-01-05 18:57:07.355
Canterbury House,Roslyn Apartments,"270 Roslyn Rd, Winnipeg, MB R3L 0H3",Winnipeg,Townhouse,3 Bedrooms,"1 Full, 1 Half Bath","1,199 SQFT","$2,400","Air Conditioning, Balcony, Hardwood Floor, On Site Laundry","Elevator, On Site Laundry, Onsite Management",No pets,49.87902770133966,-97.152654908961,2024-01-05 18:57:07.355
Roblin Oaks,,"30 Windmill Way, Winnipeg, MB R3R 3A1",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,677 SQFT,$990,"Air Conditioning, Balcony, Carpet, Dishwasher, In Unit Laundry","Outdoor Space, Storage, Swimming Pool",No pets,49.86278269866114,-97.31726420025672,2024-01-05 18:57:07.355
Roblin Oaks,,"30 Windmill Way, Winnipeg, MB R3R 3A1",Winnipeg,2 Bedroom,2 Bedrooms,"1 Full, 1 Half Bath",885 SQFT,"$1,200","Air Conditioning, Balcony, Carpet, Dishwasher, In Unit Laundry","Outdoor Space, Storage, Swimming Pool",No pets,49.86278269866114,-97.31726420025672,2024-01-05 18:57:07.355
Roblin Oaks,,"30 Windmill Way, Winnipeg, MB R3R 3A1",Winnipeg,3 Bedroom,3 Bedrooms,"1 Full, 1 Half Bath","1,273 SQFT","$1,350","Air Conditioning, Balcony, Carpet, Dishwasher, In Unit Laundry","Outdoor Space, Storage, Swimming Pool",No pets,49.86278269866114,-97.31726420025672,2024-01-05 18:57:07.355
Evergreen Towers,Roslyn Apartments,"7/11 Evergreen Pl, Winnipeg, MB R3L None",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,,"$1,200","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Storage, Swimming Pool",No pets,49.880300000000005,-97.14933,2024-01-05 18:57:07.355
Evergreen Towers,Roslyn Apartments,"7/11 Evergreen Pl, Winnipeg, MB R3L None",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,,"$1,450","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Storage, Swimming Pool",No pets,49.880300000000005,-97.14933,2024-01-05 18:57:07.355
Evergreen Towers,Roslyn Apartments,"7/11 Evergreen Pl, Winnipeg, MB R3L None",Winnipeg,Penthouse,2 Bedrooms,2 Bathrooms,"1,300 SQFT","$2,845","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Fitness Center, Garage Parking, On Site Laundry, Storage, Swimming Pool",No pets,49.880300000000005,-97.14933,2024-01-05 18:57:07.355
Victoria Arms,,"700 Setter St, Winnipeg, MB R2Y 0L5",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,725 SQFT,"$1,301","Air Conditioning, Assigned Parking, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",No pets,49.88347256150384,-97.28063770016878,2024-01-05 18:57:07.355
Victoria Arms,,"700 Setter St, Winnipeg, MB R2Y 0L5",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,849 SQFT,"$1,799","Air Conditioning, Assigned Parking, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",No pets,49.88347256150384,-97.28063770016878,2024-01-05 18:57:07.355
Parkwood Square,,"170 Watt St, Winnipeg, MB R2L 2B5",Winnipeg,1 Bedroom,1 Bedrooms,1 Bathroom,860 SQFT,"$1,196","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.90948851951751,-97.10341986810728,2024-01-05 18:57:07.355
Parkwood Square,,"170 Watt St, Winnipeg, MB R2L 2B5",Winnipeg,2 Bedroom,2 Bedrooms,1 Bathroom,"1,080 SQFT","$1,416","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage, Wheelchair Accessible",No pets,49.90948851951751,-97.10341986810728,2024-01-05 18:57:07.355
75 Kennedy,Downtown Winnipeg Apartments,"75 Kennedy St, Winnipeg, MB R3C 1S5",Winnipeg,Bachelor,Studios,1 Bathroom,,$880—$885,On Site Laundry,On Site Laundry,Cats,49.88547812354956,-97.14482505893136,2024-01-05 18:57:07.355
75 Kennedy,Downtown Winnipeg Apartments,"75 Kennedy St, Winnipeg, MB R3C 1S5",Winnipeg,1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,,"$1,045",On Site Laundry,On Site Laundry,Cats,49.88547812354956,-97.14482505893136,2024-01-05 18:57:07.355
75 Kennedy,Downtown Winnipeg Apartments,"75 Kennedy St, Winnipeg, MB R3C 1S5",Winnipeg,2 Bedroom 1 Bathroom,2 Bedrooms,1 Bathroom,,"$1,110",On Site Laundry,On Site Laundry,Cats,49.88547812354956,-97.14482505893136,2024-01-05 18:57:07.355
