Building,Address,Listing,Bed,Bath,SqFt,Price,Unit Amenities,Building Amenities,Pets,Latitude,Longitude,City
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Dinant - 205,1 Bedrooms,1 Bathroom,620 SQFT,"$2,675","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Dinant - 204,1 Bedrooms,1 Bathroom,620 SQFT,"$2,675","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Dinant - 310,1 Bedrooms,1 Bathroom,620 SQFT,"$2,700","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Dinant - 303,1 Bedrooms,1 Bathroom,620 SQFT,"$2,700","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Bibury - 101,1 Bedrooms,"1 Full, 1 Half Bath",677 SQFT,"$2,700","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Dinant - 410,1 Bedrooms,1 Bathroom,620 SQFT,"$2,725","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Dinant - 403,1 Bedrooms,1 Bathroom,620 SQFT,"$2,725","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Hallstatt - 601,1 Bedrooms,1 Bathroom,683 SQFT,"$2,750","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Portree - 702,2 Bedrooms,2 Bathrooms,769 SQFT,"$3,250","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Varenna - 208,2 Bedrooms,2 Bathrooms,908 SQFT,"$3,450","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Positano - 905,2 Bedrooms,2 Bathrooms,767 SQFT,"$3,500","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Varenna - 409,2 Bedrooms,2 Bathrooms,908 SQFT,"$3,500","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Varenna - 406,2 Bedrooms,2 Bathrooms,908 SQFT,"$3,500","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Visby - 211,2 Bedrooms,2 Bathrooms,989 SQFT,"$3,600","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Visby - 312,2 Bedrooms,2 Bathrooms,989 SQFT,"$3,625","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Lamu - 202,2 Bedrooms,2 Bathrooms,"1,047 SQFT","$3,650","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Positano - 805,2 Bedrooms,2 Bathrooms,767 SQFT,"$3,700","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Visby - 612,2 Bedrooms,2 Bathrooms,989 SQFT,"$3,700","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Aberdeen on The Kingsway,"299 The Kingsway, Toronto, ON M9A 0E7",Lamu - 402,2 Bedrooms,2 Bathrooms,"1,047 SQFT","$3,700","Air Conditioning, Assigned Parking, Balcony, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.66397853476385,-79.52158907280031,Toronto
Goldengate Apartments,"1790 Eglinton Ave E, Toronto, ON M4A 2T3",One Bedroom,1 Bedrooms,1 Bathroom,,"$2,300","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Roof Deck, Storage, Swimming Pool",Dogs & Cats,43.72489280252,-79.30504221170436,Toronto
Goldengate Apartments,"1790 Eglinton Ave E, Toronto, ON M4A 2T3",Two Bedroom,2 Bedrooms,1 Bathroom,870 SQFT,"$2,845","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Roof Deck, Storage, Swimming Pool",Dogs & Cats,43.72489280252,-79.30504221170436,Toronto
18 Brownlow,"18 Brownlow Ave, Toronto, ON M4S 2K8",Carbon - 210,1 Bedrooms,1 Bathroom,625 SQFT,"$2,400","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.70646345581766,-79.3909315904067,Toronto
18 Brownlow,"18 Brownlow Ave, Toronto, ON M4S 2K8",Stone - 605,1 Bedrooms,1 Bathroom,630 SQFT,"$2,500","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.70646345581766,-79.3909315904067,Toronto
18 Brownlow,"18 Brownlow Ave, Toronto, ON M4S 2K8",Smoke - 308,1 Bedrooms,1 Bathroom,680 SQFT,"$2,550","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.70646345581766,-79.3909315904067,Toronto
18 Brownlow,"18 Brownlow Ave, Toronto, ON M4S 2K8",Platinum - 503,1 Bedrooms,1 Bathroom,680 SQFT,"$2,600","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.70646345581766,-79.3909315904067,Toronto
18 Brownlow,"18 Brownlow Ave, Toronto, ON M4S 2K8",Platinum - 1103,1 Bedrooms,1 Bathroom,680 SQFT,"$2,750","Air Conditioning, Assigned Parking, Balcony, Dishwasher, On Site Laundry, Walk In Closets","Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Package Service, Residents Lounge, Storage, Swimming Pool",Dogs & Cats,43.70646345581766,-79.3909315904067,Toronto
The Stack,"730 Hillsdale Ave E, Toronto, ON M4S 0C9",1H (BF),1 Bedrooms,1 Bathroom,621 SQFT,"$2,990","Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.70781026827998,-79.37634622298009,Toronto
The Stack,"730 Hillsdale Ave E, Toronto, ON M4S 0C9",2B,2 Bedrooms,2 Bathrooms,709 SQFT,"$2,980","Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.70781026827998,-79.37634622298009,Toronto
The Stack,"730 Hillsdale Ave E, Toronto, ON M4S 0C9",2J,2 Bedrooms,2 Bathrooms,769 SQFT,"$3,350","Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Business Center, Concierge Service, Elevator, Fitness Center, On Site Laundry, Onsite Management, Outdoor Space, Storage",Dogs & Cats,43.70781026827998,-79.37634622298009,Toronto
The Kingsview,"289 The Kingsway, Toronto, ON M9A 3T9",Essex - 505,2 Bedrooms,1 Bathroom,925 SQFT,"$2,675","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.663043614056,-79.51989939223098,Toronto
The Kingsview,"289 The Kingsway, Toronto, ON M9A 3T9",Essex - 1501,2 Bedrooms,1 Bathroom,925 SQFT,"$2,800","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, On Site Laundry","Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.663043614056,-79.51989939223098,Toronto
Wellesley Apartments,"100 Wellesley St E, Toronto, ON M4Y 1H5","Bachelor available at 100 Wellesley Street East, Toronto",Studios,1 Bathroom,325 SQFT,"$2,130","Air Conditioning, Assigned Parking, Balcony, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Swimming Pool",Dogs & Cats,43.66617155884789,-79.37913282048468,Toronto
Wellesley Apartments,"100 Wellesley St E, Toronto, ON M4Y 1H5","1 Bdrm available at 100 Wellesley Street East, Toronto",1 Bedrooms,1 Bathroom,625 SQFT,"$2,370","Air Conditioning, Assigned Parking, Balcony, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Swimming Pool",Dogs & Cats,43.66617155884789,-79.37913282048468,Toronto
50 Burnhill Rd,"50 Burnhill Rd, Toronto, ON M1L 4R3",Bachelor,Studios,1 Bathroom,482 SQFT,"$2,062","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.69935143250036,-79.27653667249255,Toronto
50 Burnhill Rd,"50 Burnhill Rd, Toronto, ON M1L 4R3",1 Bedroom,1 Bedrooms,1 Bathroom,692 SQFT,"$2,349","Assigned Parking, Balcony, Dishwasher, On Site Laundry","Controlled Access, Elevator, Garage Parking, On Site Laundry, Onsite Management",Dogs & Cats,43.69935143250036,-79.27653667249255,Toronto
DelRentals at The Well,"470 Front St W, Toronto, ON M5V 0V6",Condo,1 Bedrooms,1 Bathroom,515 SQFT,"$2,350—$2,900",,,No pets,43.64210350648361,-79.3964835794944,Toronto
DelRentals at The Well,"470 Front St W, Toronto, ON M5V 0V6",Condo,1 Bedrooms,2 Bathrooms,631 SQFT,"$2,700—$2,900",,,No pets,43.64210350648361,-79.3964835794944,Toronto
DelRentals at The Well,"470 Front St W, Toronto, ON M5V 0V6",Condo,2 Bedrooms,2 Bathrooms,809 SQFT,"$3,500—$4,995",,,No pets,43.64210350648361,-79.3964835794944,Toronto
DelRentals at The Well,"470 Front St W, Toronto, ON M5V 0V6",Condo,3 Bedrooms,3 Bathrooms,"1,288 SQFT","$6,950",,,No pets,43.64210350648361,-79.3964835794944,Toronto
2Fifteen,"215 Lonsdale Rd, Toronto, ON M4V 0B4",Suite Three,1 Bedrooms,1 Bathroom,583 SQFT,"$3,440","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,43.69051676245431,-79.40411197766544,Toronto
2Fifteen,"215 Lonsdale Rd, Toronto, ON M4V 0B4",Suite Six,1 Bedrooms,1 Bathroom,755 SQFT,"$4,220","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,43.69051676245431,-79.40411197766544,Toronto
2Fifteen,"215 Lonsdale Rd, Toronto, ON M4V 0B4",Suite Two,2 Bedrooms,"2 Full, 1 Half Bath","1,231 SQFT","$6,590","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,43.69051676245431,-79.40411197766544,Toronto
2Fifteen,"215 Lonsdale Rd, Toronto, ON M4V 0B4",Suite Seven,2 Bedrooms,2 Bathrooms,"1,341 SQFT","$6,940","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,43.69051676245431,-79.40411197766544,Toronto
2Fifteen,"215 Lonsdale Rd, Toronto, ON M4V 0B4",Suite One,2 Bedrooms,2 Bathrooms,"1,304 SQFT","$7,040","Air Conditioning, Assigned Parking, Balcony, Central Heat, Dishwasher, In Unit Laundry","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Storage, Wheelchair Accessible",Dogs & Cats,43.69051676245431,-79.40411197766544,Toronto
Bloor,"7 Walmer Rd, Toronto, ON M5R 2W8",One-Bedroom + Den,1 Bedrooms,1 Bathroom,620 SQFT,"$2,649","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.66690466887822,-79.40571423967559,Toronto
Bloor,"7 Walmer Rd, Toronto, ON M5R 2W8",Two-Bedroom,2 Bedrooms,1 Bathroom,786 SQFT,"$3,269","Assigned Parking, Balcony, Hardwood Floor, On Site Laundry","Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Storage",Dogs & Cats,43.66690466887822,-79.40571423967559,Toronto
Rosewell Gardens Apartments,"515 Rosewell Ave, Toronto, ON M4R 2J3",One Bedroom,1 Bedrooms,1 Bathroom,616 SQFT,"$2,595","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.72222,-79.41341,Toronto
Rosewell Gardens Apartments,"515 Rosewell Ave, Toronto, ON M4R 2J3",One Bedroom Plus Den,1 Bedrooms,1 Bathroom,,"$2,695","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.72222,-79.41341,Toronto
Rosewell Gardens Apartments,"515 Rosewell Ave, Toronto, ON M4R 2J3",Two Bedroom,2 Bedrooms,1 Bathroom,800 SQFT,"$2,895","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.72222,-79.41341,Toronto
Rosewell Gardens Apartments,"515 Rosewell Ave, Toronto, ON M4R 2J3",Two Bedroom + Den,2 Bedrooms,2 Bathrooms,790 SQFT,"$3,395","Air Conditioning, Assigned Parking, Balcony, Carpet, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.72222,-79.41341,Toronto
Leaside Towers,"95 Leaside Towers #85, Toronto, ON M4H 1L7",1 Bedroom,1 Bedrooms,1 Bathroom,963 SQFT,"$2,407","Air Conditioning, Ceiling Fan, Dishwasher, Hardwood Floor, On Site Laundry","Business Center, Concierge Service, Fitness Center, On Site Laundry, Outdoor Space, Roof Deck, Storage, Swimming Pool",No pets,43.70668604994725,-79.34316072080817,Toronto
Leaside Towers,"95 Leaside Towers #85, Toronto, ON M4H 1L7",2 Bedroom - Renovated,2 Bedrooms,"1 Full, 1 Half Bath","1,294 SQFT","$3,235","Air Conditioning, Ceiling Fan, Dishwasher, Hardwood Floor, On Site Laundry","Business Center, Concierge Service, Fitness Center, On Site Laundry, Outdoor Space, Roof Deck, Storage, Swimming Pool",No pets,43.70668604994725,-79.34316072080817,Toronto
Leaside Towers,"95 Leaside Towers #85, Toronto, ON M4H 1L7",Penthouse,3 Bedrooms,"3 Full, 1 Half Bath","2,351 SQFT","$5,877","Air Conditioning, Ceiling Fan, Dishwasher, Hardwood Floor, On Site Laundry","Business Center, Concierge Service, Fitness Center, On Site Laundry, Outdoor Space, Roof Deck, Storage, Swimming Pool",No pets,43.70668604994725,-79.34316072080817,Toronto
1101 Bay Street,"1101 Bay St, Toronto, ON M5S 2W8",One Bedroom,1 Bedrooms,1 Bathroom,535 SQFT,"$2,695","Air Conditioning, Assigned Parking, Carpet, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.66763787268511,-79.38852142769642,Toronto
1101 Bay Street,"1101 Bay St, Toronto, ON M5S 2W8",Two Bedroom,2 Bedrooms,1 Bathroom,,"$3,495","Air Conditioning, Assigned Parking, Carpet, Central Heat, Dishwasher, Hardwood Floor, On Site Laundry","Concierge Service, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Swimming Pool, Wheelchair Accessible",Dogs & Cats,43.66763787268511,-79.38852142769642,Toronto
5600 Sheppard Avenue E,"5600 Sheppard Ave E, Toronto, ON M1B 2L4",1 Bedroom,1 Bedrooms,1 Bathroom,758 SQFT,"$2,252","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,43.79445599492362,-79.23623114579914,Toronto
5600 Sheppard Avenue E,"5600 Sheppard Ave E, Toronto, ON M1B 2L4",1 Bedroom,1 Bedrooms,1 Bathroom,778 SQFT,"$2,346","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,43.79445599492362,-79.23623114579914,Toronto
5600 Sheppard Avenue E,"5600 Sheppard Ave E, Toronto, ON M1B 2L4",2 Bedroom,2 Bedrooms,1 Bathroom,865 SQFT,"$2,798","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Elevator, Garage Parking, On Site Laundry, Onsite Management, Storage",No pets,43.79445599492362,-79.23623114579914,Toronto
570 Birchmount Road,"570 Birchmount Rd, Toronto, ON M1K 1P7",1 Bedroom,1 Bedrooms,1 Bathroom,732 SQFT,"$2,289","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",No pets,43.71362105153769,-79.27094750258915,Toronto
570 Birchmount Road,"570 Birchmount Rd, Toronto, ON M1K 1P7",1 Bedroom,1 Bedrooms,1 Bathroom,732 SQFT,"$2,299","Assigned Parking, Balcony, Dishwasher, Hardwood Floor, On Site Laundry","Controlled Access, Elevator, On Site Laundry, Onsite Management, Storage",No pets,43.71362105153769,-79.27094750258915,Toronto
111 Cosburn Avenue,"111 Cosburn Ave, Toronto, ON M4J 2L1",BACHELOR,Studios,1 Bathroom,440 SQFT,"$1,910",,,Dogs & Cats,43.68946777948914,-79.34815676189477,Toronto
111 Cosburn Avenue,"111 Cosburn Ave, Toronto, ON M4J 2L1",1 BEDROOM,1 Bedrooms,1 Bathroom,662 SQFT,"$2,315",,,Dogs & Cats,43.68946777948914,-79.34815676189477,Toronto
177 St,"177 St. George St, Toronto, ON M5R 2M5",BACHELOR,Studios,1 Bathroom,448 SQFT,"$2,195",,,Dogs & Cats,43.67069773290758,-79.40103362896464,Toronto
177 St,"177 St. George St, Toronto, ON M5R 2M5",1 BEDROOM,1 Bedrooms,1 Bathroom,643 SQFT,"$2,399",,,Dogs & Cats,43.67069773290758,-79.40103362896464,Toronto
177 St,"177 St. George St, Toronto, ON M5R 2M5",2 BEDROOM,2 Bedrooms,1 Bathroom,809 SQFT,"$2,805",,,Dogs & Cats,43.67069773290758,-79.40103362896464,Toronto
Strada,"555 College St, Toronto, ON M6G 0B1",2 Bedroom,2 Bedrooms,2 Bathrooms,,"$3,780","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,Toronto
Strada,"555 College St, Toronto, ON M6G 0B1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,853 SQFT,"$3,812","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,Toronto
Strada,"555 College St, Toronto, ON M6G 0B1",2 Bedroom 2 Bathroom,2 Bedrooms,2 Bathrooms,866 SQFT,"$3,956","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,Toronto
Strada,"555 College St, Toronto, ON M6G 0B1",3 Bedroom 2 Bathroom,3 Bedrooms,2 Bathrooms,"1,020 SQFT","$4,310","Air Conditioning, Balcony, Central Heat, Dishwasher, In Unit Laundry, On Site Laundry, Walk In Closets","Concierge Service, Controlled Access, Elevator, Fitness Center, On Site Laundry, Onsite Management, Package Service, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,43.65549640870525,-79.41225383186561,Toronto
